VT("/I0/I17/I43<0>/InInt") (isig=3.5e-07) X,VT("/I0/I17/I43<0>/InInt") (isig=3.5e-07) Y,VT("/I0/I17/I43<0>/InInt") (isig=3.5e-08) X,VT("/I0/I17/I43<0>/InInt") (isig=3.5e-08) Y,VT("/I0/I17/I43<0>/InInt") (isig=8.5e-08) X,VT("/I0/I17/I43<0>/InInt") (isig=8.5e-08) Y
1.802133974553363e-06,1.567616271985131,1.175476750908239e-06,0.05679924980906424,1.525278087260145e-06,0.3308535134381744
1.806388737654912e-06,1.502564015105022,1.181773818660527e-06,0.04746710999523557,1.530905181090292e-06,0.2176799273899522
1.810650393325271e-06,1.428515101828486,1.189404760371604e-06,0.03851626202925817,1.533768360046135e-06,0.1657450285030713
1.81483650947681e-06,1.348972954511185,1.198899176458504e-06,0.02988344416314315,1.53465380176958e-06,0.1516739972193692
1.819483657138023e-06,1.254447344213845,1.210600740140153e-06,0.02191516634411322,1.536369738016223e-06,0.1302373004664753
1.824691407647413e-06,1.142510174987949,1.224827559187799e-06,0.01499608658611462,1.537992003802315e-06,0.1162461716870002
1.830337427888865e-06,1.015966535343875,1.241911407112156e-06,0.009433964688174964,1.54025790787853e-06,0.1028189124004242
1.836263616490484e-06,0.8794714160685824,1.262148343306671e-06,0.005383528079360875,1.542063404588569e-06,0.09490472212550007
1.842404023941215e-06,0.7363104916805931,1.285780530520813e-06,0.002764194234675189,1.543949322107032e-06,0.08803586647839458
1.848705211453676e-06,0.5900066416820253,1.313262436381904e-06,0.001267722475354291,1.54637735923775e-06,0.08051856683460042
1.855009239718148e-06,0.4470648341033918,1.345798689161461e-06,0.000507704628024782,1.549764970659829e-06,0.07177729757470683
1.8610615671794e-06,0.3163853365818544,1.385988485306547e-06,0.0001773436235185439,1.554391930785931e-06,0.06208352696977536
1.866622218357733e-06,0.2058844829315142,1.435988485306547e-06,5.867962994967155e-05,1.560033564801014e-06,0.05260836001395659
1.867851537456753e-06,0.1831576232600473,1.485927118776448e-06,2.638401892180808e-05,1.566822200091695e-06,0.04351682107547784
1.870310175654792e-06,0.1439655085688933,1.535927118776447e-06,1.49598092729583e-05,1.575236937158678e-06,0.03466037107519843
1.872507610336117e-06,0.1208710193147902,1.585927118776447e-06,9.55014490352324e-06,1.585667275109375e-06,0.02626867902842299
1.87420481168458e-06,0.1090519517907532,1.635927118776447e-06,6.441092981972505e-06,1.598439368196934e-06,0.018718653242041
1.876289470577161e-06,0.09851034231571042,1.685927118776447e-06,4.520204510977499e-06,1.613880226559143e-06,0.01236728856685953
1.878183586454074e-06,0.09101044227495245,1.735927118776447e-06,3.323878412818839e-06,1.632320109805496e-06,0.007463646419412674
1.88033093980543e-06,0.08387374713496894,1.785927118776447e-06,2.588941245835058e-06,1.654019744911908e-06,0.004068604247377158
1.88317595104328e-06,0.07589231156689719,1.835927118776447e-06,2.146172166975689e-06,1.679262070498619e-06,0.001990118723098452
1.887118744678139e-06,0.0667626414822499,1.885927118776447e-06,1.883681303844237e-06,1.7087497888606e-06,0.0008646456470118816
1.892280699348647e-06,0.05711639951641567,1.935927118776447e-06,1.729919221915693e-06,1.744236145969537e-06,0.0003263965805879414
1.898543683202169e-06,0.04776479681056155,1.985927118776447e-06,1.642843511504903e-06,1.789226395700244e-06,0.0001065185091776014
1.906123195903087e-06,0.03880396102014657,2.035927118776447e-06,1.59248695713017e-06,1.839226395700244e-06,3.980734347288012e-05
1.915547356492184e-06,0.03015913447201451,2.085927118776447e-06,1.564143815428594e-06,1.888107498168945e-06,2.005738806421268e-05
1.927169580652837e-06,0.02216366711671459,2.135927118776447e-06,1.548271216435066e-06,1.938107498168945e-06,1.186023444547805e-05
1.941308734973966e-06,0.01520396353989377,2.185927118776447e-06,1.539421589863654e-06,1.988107498168944e-06,7.593568845141603e-06
1.95829409461661e-06,0.009593327793285315,2.235927118776447e-06,1.534507349767565e-06,2.038107498168944e-06,5.040137508595084e-06
1.978423246000611e-06,0.005492965804209445,2.285927118776447e-06,1.531787611206186e-06,2.088107498168944e-06,3.450253149036124e-06
2.001938520510922e-06,0.002830497692331784,2.335927118776447e-06,1.530286556525165e-06,2.138107498168944e-06,2.464136910748906e-06
2.029280240715071e-06,0.001303223037427378,2.385927118776447e-06,1.529459985615926e-06,2.188107498168944e-06,1.862929426027288e-06
2.061617802901748e-06,0.0005243134920240439,2.435927118776446e-06,1.529005696194251e-06,2.238107498168944e-06,1.503454933575496e-06
2.101490369963704e-06,0.000183987055281329,2.485927118776446e-06,1.528756401943333e-06,2.288107498168944e-06,1.29029913790673e-06
2.151490369963704e-06,6.03048250597064e-05,2.535927118776446e-06,1.528619784223685e-06,2.338107498168944e-06,1.169073119308788e-06
2.201490369963704e-06,2.677309777916711e-05,2.585927118776446e-06,1.528545001051437e-06,2.388107498168944e-06,1.098687913202383e-06
2.251490369963704e-06,1.503853092469368e-05,2.635927118776446e-06,1.528504091830439e-06,2.438107498168944e-06,1.058714504888686e-06
2.301490369963704e-06,9.523313499000438e-06,2.685927118776446e-06,1.528481741080733e-06,2.488107498168944e-06,1.036193010118291e-06
2.351490369963704e-06,6.364918021474343e-06,2.735927118776446e-06,1.528469533993862e-06,2.538107498168944e-06,1.023575934317312e-06
2.401490369963704e-06,4.415348531720124e-06,2.785927118776446e-06,1.528462870527961e-06,2.588107498168944e-06,1.016539683276974e-06
2.451490369963704e-06,3.200901899576001e-06,2.835927118776446e-06,1.528459237224144e-06,2.638107498168944e-06,1.012630182118836e-06
2.501490369963703e-06,2.454444471461968e-06,2.885927118776446e-06,1.528457252944238e-06,2.688107498168944e-06,1.01046449299893e-06
2.551490369963703e-06,2.004489029824252e-06,2.935927118776446e-06,1.528456172899858e-06,2.738107498168944e-06,1.009267759934969e-06
2.601490369963703e-06,1.737606535345714e-06,2.967963559388223e-06,1.528455777037203e-06,2.788107498168944e-06,1.008607801389213e-06
2.651490369963703e-06,1.581196523403449e-06,3e-06,1.52845551328947e-06,2.838107498168944e-06,1.008244470349517e-06
2.701490369963703e-06,1.492610301491028e-06,3.000000625e-06,1.528455513281518e-06,2.888107498168943e-06,1.008044718720827e-06
2.751490369963703e-06,1.441355174276058e-06,3.000003125e-06,1.528455513546801e-06,2.938107498168943e-06,1.007935031775121e-06
2.801490369963703e-06,1.41250101859555e-06,3.0000065625e-06,1.528455513776815e-06,2.969053749084472e-06,1.007895833437501e-06
2.851490369963703e-06,1.396339523836017e-06,3.00001e-06,1.528455513717173e-06,3e-06,1.00786927285982e-06
2.901490369963703e-06,1.387327486179538e-06,3.000016875e-06,1.528455513667445e-06,3.000000625e-06,1.007869272495533e-06
2.951490369963703e-06,1.382322406248885e-06,3.000030624999999e-06,1.528455513580749e-06,3.000003125e-06,1.00786927125968e-06
3e-06,1.379623150803724e-06,3.000058124999997e-06,1.52845551323475e-06,3.0000065625e-06,1.00786926924705e-06
3.000000625e-06,1.379623129815041e-06,3.000113124999994e-06,1.528455512656788e-06,3.00001e-06,1.007869267107587e-06
3.000003125e-06,1.37962304588774e-06,3.000223124999989e-06,1.528455511852256e-06,3.000016875e-06,1.007869262605445e-06
3.0000065625e-06,1.379622930047829e-06,3.000443124999977e-06,1.52845551047339e-06,3.000030624999999e-06,1.007869253738397e-06
3.00001e-06,1.379622813927654e-06,3.000726562499989e-06,1.528455508647258e-06,3.000058124999997e-06,1.007869235730753e-06
3.000016875e-06,1.379622581816482e-06,3.00101e-06,1.52845546730868e-06,3.000113124999994e-06,1.00786919972322e-06
3.000030624999999e-06,1.379622118075922e-06,3.00102e-06,1.528455465066441e-06,3.000223124999989e-06,1.007869128469869e-06
3.000058124999997e-06,1.379621190510753e-06,3.00104e-06,1.528455460285932e-06,3.000443124999977e-06,1.007868988283021e-06
3.000113124999994e-06,1.379619335910812e-06,3.001323437500011e-06,1.528455493085044e-06,3.000726562499989e-06,1.007868807803819e-06
3.000223124999989e-06,1.37961562992544e-06,3.001890312500035e-06,1.528455575982346e-06,3.00101e-06,1.007868624913074e-06
3.000443124999977e-06,1.379608230660252e-06,3.003024062500082e-06,1.528455494657184e-06,3.00102e-06,1.007868618322268e-06
3.000726562499989e-06,1.379598720688032e-06,3.005291562500176e-06,1.528455459217101e-06,3.00104e-06,1.007868605169231e-06
3.00101e-06,1.379589235219137e-06,3.009826562500365e-06,1.528455458821259e-06,3.001323437500011e-06,1.00786841934426e-06
3.00102e-06,1.379588900929469e-06,3.018896562500742e-06,1.528455408492269e-06,3.001890312500035e-06,1.007868050109698e-06
3.00104e-06,1.379588232726542e-06,3.037036562501496e-06,1.528455320801487e-06,3.003024062500082e-06,1.007867323056847e-06
3.001323437500011e-06,1.379578775261095e-06,3.073316562503004e-06,1.528455188678218e-06,3.005291562500176e-06,1.007865898805701e-06
3.001890312500035e-06,1.379559937644031e-06,3.085816562503004e-06,1.52845515234641e-06,3.009826562500365e-06,1.00786314229576e-06
3.003024062500082e-06,1.379522574207581e-06,3.110816562503003e-06,1.528455092958626e-06,3.018896562500742e-06,1.007857974626064e-06
3.005291562500176e-06,1.379449071554186e-06,3.160816562503003e-06,1.52845500884594e-06,3.037036562501496e-06,1.007848885273464e-06
3.009826562500365e-06,1.379306813244616e-06,3.210816562503003e-06,1.528454952134625e-06,3.073316562503004e-06,1.00783467321427e-06
3.018896562500742e-06,1.379040220059387e-06,3.260816562503003e-06,1.528454922486847e-06,3.123316562503004e-06,1.007821499779474e-06
3.037036562501496e-06,1.378571085874393e-06,3.310816562503003e-06,1.528454904424813e-06,3.173316562503004e-06,1.007813398522664e-06
3.073316562503004e-06,1.377839180759419e-06,3.360816562503003e-06,1.528454893798093e-06,3.223316562503004e-06,1.007808564299399e-06
3.123316562503004e-06,1.377159890312803e-06,3.410816562503003e-06,1.528454887824623e-06,3.273316562503004e-06,1.007805737523596e-06
3.173316562503004e-06,1.376743118450637e-06,3.460816562503003e-06,1.528454884497874e-06,3.323316562503003e-06,1.007804099571618e-06
3.223316562503004e-06,1.376494534658211e-06,3.510816562503003e-06,1.528454882571187e-06,3.373316562503003e-06,1.007803166895756e-06
3.273316562503004e-06,1.376349180531185e-06,3.560816562503002e-06,1.528454882045037e-06,3.423316562503003e-06,1.0078026402884e-06
3.323316562503003e-06,1.376265422684815e-06,3.610816562503002e-06,1.528454881167986e-06,3.473316562503003e-06,1.007802344443838e-06
3.373316562503003e-06,1.376217688682529e-06,3.660816562503002e-06,1.52845487991112e-06,3.523316562503003e-06,1.007802177551495e-06
3.423316562503003e-06,1.376190716218687e-06,3.710816562503002e-06,1.528454885201491e-06,3.573316562503003e-06,1.007802086540935e-06
3.473316562503003e-06,1.376175577290088e-06,3.760816562503002e-06,1.528454878282595e-06,3.623316562503003e-06,1.007802034829273e-06
3.523316562503003e-06,1.376167126112286e-06,3.810816562503002e-06,1.528454880364606e-06,3.673316562503003e-06,1.007802006883067e-06
3.573316562503003e-06,1.376162429484544e-06,3.860816562503002e-06,1.528454880558046e-06,3.723316562503003e-06,1.007801992851912e-06
3.623316562503003e-06,1.376159826418879e-06,3.910816562503003e-06,1.528454880676052e-06,3.773316562503003e-06,1.007801981449112e-06
3.673316562503003e-06,1.376158393061871e-06,3.960816562503003e-06,1.528454880785715e-06,3.823316562503003e-06,1.007801977574791e-06
3.723316562503003e-06,1.376157596450026e-06,4.010816562503003e-06,1.528454880874324e-06,3.873316562503003e-06,1.007801975622865e-06
3.773316562503003e-06,1.376157162580898e-06,4.060816562503004e-06,1.528454880947495e-06,3.923316562503004e-06,1.00780197360394e-06
3.823316562503003e-06,1.376156923843019e-06,4.110816562503004e-06,1.528454881012031e-06,3.973316562503004e-06,1.007801973326302e-06
3.873316562503003e-06,1.376156792391526e-06,4.160816562503004e-06,1.528454881066993e-06,4.023316562503004e-06,1.007801972958443e-06
3.923316562503004e-06,1.376156721535138e-06,4.210816562503005e-06,1.52845488111965e-06,4.073316562503005e-06,1.007801972773161e-06
3.973316562503004e-06,1.376156683316643e-06,4.260816562503005e-06,1.528454881165488e-06,4.123316562503005e-06,1.007801972870451e-06
4.023316562503004e-06,1.376156660585122e-06,4.310816562503005e-06,1.528454881210523e-06,4.173316562503006e-06,1.007801972174899e-06
4.073316562503005e-06,1.376156648974154e-06,4.360816562503006e-06,1.528454881218896e-06,4.223316562503006e-06,1.007801973042043e-06
4.123316562503005e-06,1.376156643062383e-06,4.410816562503006e-06,1.528454881461785e-06,4.273316562503006e-06,1.007801973589114e-06
4.173316562503006e-06,1.376156641614619e-06,4.460816562503007e-06,1.528454881158475e-06,4.323316562503007e-06,1.007801972437318e-06
4.223316562503006e-06,1.376156636677026e-06,4.510816562503007e-06,1.528454881411361e-06,4.373316562503007e-06,1.007801972466884e-06
4.273316562503006e-06,1.376156636513734e-06,4.560816562503007e-06,1.528454881376696e-06,4.423316562503007e-06,1.007801974822727e-06
4.323316562503007e-06,1.376156636160595e-06,4.610816562503008e-06,1.528454881429963e-06,4.473316562503008e-06,1.007801971799403e-06
4.373316562503007e-06,1.376156636019751e-06,4.660816562503008e-06,1.528454881471209e-06,4.523316562503008e-06,1.007801973063342e-06
4.423316562503007e-06,1.376156635785009e-06,4.710816562503008e-06,1.528454881503481e-06,4.573316562503008e-06,1.007801973177258e-06
4.473316562503008e-06,1.376156635990838e-06,4.760816562503009e-06,1.528454881529692e-06,4.623316562503009e-06,1.007801973134845e-06
4.523316562503008e-06,1.376156636590408e-06,4.810816562503009e-06,1.528454881555077e-06,4.673316562503009e-06,1.007801973227136e-06
4.573316562503008e-06,1.376156635624027e-06,4.86081656250301e-06,1.528454881579001e-06,4.72331656250301e-06,1.007801973196497e-06
4.623316562503009e-06,1.376156635953295e-06,4.91081656250301e-06,1.528454881599531e-06,4.77331656250301e-06,1.007801973288192e-06
4.673316562503009e-06,1.376156636067151e-06,4.96081656250301e-06,1.528454881620653e-06,4.82331656250301e-06,1.007801973332762e-06
4.72331656250301e-06,1.376156636037484e-06,5e-06,1.528454881634572e-06,4.873316562503011e-06,1.007801973497695e-06
