#Simulation runs: 5000-5100
#Sensor Centre Position : x0 = 146 	y0 = 12
#Sensor Dimensions : width (x edge-to-edge) = 20 	height (y edge-to-edge) = 20
#All distances in units of mm
#Quadrant Definition: (x,y) : (+,+) := Quad 1 	(-,+) := Quad 2 	(-,-) := Quad 3 	(+,-) := Quad 4.
#Assumed symmetry: The corresponding sensor in each quadrant has been reflected (x,y)->(x_sym,y_sym)=(|x|,|y|) into Quad 1 (or the Quadrant containing (x0,y0)) before taking local coordinates (x_sym-x0,y_sym-y0) to obtain 4-fold increase in statistics.
#Note that where symmetry has been exploited	the original quadrant is specified for each entry	allowing original whole-detector spatial coordinates (x,y) to be reconstructed.
#The unique event number identifies a distinct event (in a distinct run) in the simulation.
#Energy: Energy deposited by the particle generating the hit as it traverses the SciFi composite material. Units of MeV.
#Time: Time of flight	with start at p-p collision within bunch (not the time of bunch centre). Units of ns.
#unq_evt_num	layer	Quadrant	x_sym-x0	y_sym-y0	t_coll	energy
311	4	3	5.1203	1.7883	28.9835	0.2048
311	3	2	4.0361	7.1869	28.0507	0.2364
311	4	2	-5.9498	7.7051	28.7514	0.1946
311	1	4	-1.8707	-6.5812	25.9123	0.2213
311	2	4	7.7373	-6.4221	26.6128	0.2765
311	3	2	-4.3062	3.7404	28.1849	0.2840
311	4	2	2.0800	4.0909	28.8850	0.2832
311	3	3	4.1534	-4.6253	28.6694	0.2112
311	6	2	-6.3560	-8.2886	31.6511	0.2313
311	3	1	9.2904	9.5195	28.6734	0.1927
311	1	4	-7.8320	-6.0930	26.0045	0.2267
311	2	4	-6.8756	4.4962	26.7166	0.2574
311	2	2	-1.0699	4.4326	26.6611	0.2346
311	3	2	-6.4687	5.7860	28.2365	0.3194
311	3	2	4.5121	5.2453	28.0721	0.3010
311	5	3	-1.3773	4.0095	30.7382	0.2299
311	6	3	6.5343	4.3506	31.4385	0.3266
311	5	1	-0.0568	-5.2328	30.7363	0.2177
311	6	1	5.4247	-5.0695	31.4364	0.2298
311	4	4	7.9827	0.6682	29.1520	0.2213
311	4	3	4.0708	-2.4876	29.0454	0.2994
311	5	3	-6.7657	5.9420	30.6312	0.2332
311	3	2	9.7524	-7.6983	28.5629	0.2249
311	3	4	5.9862	-5.3860	31.9581	1.2295
311	2	4	1.0748	-7.5141	28.3656	0.8935
311	1	3	8.7808	4.4688	26.1219	0.2759
311	2	2	3.4004	1.8220	26.8309	0.2422
311	2	2	2.6428	2.9686	26.8336	0.3622
311	4	4	-9.4224	6.7198	29.1410	0.0884
311	3	2	-2.0950	-2.2515	29.2324	0.2770
311	2	1	5.3789	6.7365	27.1859	0.2905
311	1	2	-6.5244	5.2775	26.0003	0.2064
311	2	4	-0.7737	-8.7073	26.7240	0.6485
311	3	4	-4.7190	7.3754	28.2789	0.3362
311	2	3	-1.8814	6.8976	26.5370	0.4611
311	2	3	-1.9110	-5.0568	26.9877	0.2196
311	5	4	4.6156	-5.3218	30.7287	0.2139
312	3	2	5.5495	3.0261	28.3724	0.2190
312	4	1	-8.9441	-6.4948	28.7652	0.1952
312	1	1	2.3883	5.3971	26.3156	0.2075
312	6	4	-5.5334	-5.2795	31.5766	0.2211
312	3	4	5.2252	3.0073	28.3174	0.2986
312	6	2	8.5488	-4.3169	31.7028	0.5098
312	2	2	-2.7364	1.8732	26.8119	0.2345
312	4	4	-7.8447	1.7934	28.7694	0.2491
312	5	4	0.3956	2.4502	30.3547	0.1209
312	6	4	4.1759	2.7091	31.0546	0.2318
312	1	1	4.7609	4.2930	26.1732	0.1993
312	2	1	5.6193	6.6885	26.8760	0.2086
312	6	1	-3.4364	3.6894	31.8815	1.2238
312	1	4	1.9310	9.1338	26.1086	0.2211
312	4	1	-9.6898	6.9519	29.0126	0.4413
312	5	3	-5.3162	-1.9235	30.5998	0.2942
312	6	3	2.7813	-1.6724	31.3002	0.2069
312	4	2	-6.4118	7.1217	29.1403	0.2718
312	5	2	8.1586	7.9860	30.7261	0.2416
312	1	1	3.4849	0.7625	26.1905	0.2478
312	2	1	8.4993	1.1008	26.8906	0.2121
312	5	2	-8.8351	8.6144	32.4614	0.2744
312	2	2	3.7465	0.2016	26.6341	0.2394
312	2	2	3.8481	1.2374	26.6344	0.4122
312	2	2	1.6834	7.4908	26.6853	0.2442
312	1	2	-8.7415	-6.2594	26.1301	0.2428
312	4	4	-8.1922	1.7167	28.7694	0.2205
312	5	4	-2.9849	2.4292	30.3545	0.2227
312	6	4	-1.3115	2.8263	31.0544	0.2654
312	3	3	-1.5993	0.3240	27.9972	0.1962
312	4	3	7.6379	1.0400	28.6977	0.2410
312	5	3	3.5039	-9.7566	30.3563	0.1497
312	3	4	8.0872	-5.2124	28.0065	0.0230
312	3	4	8.0900	-5.2160	28.0067	0.3146
312	3	4	8.0929	-5.1568	28.0065	0.3655
312	6	2	-1.8021	-0.1262	31.6029	0.2760
312	3	3	4.6088	-5.8864	28.6552	0.2382
312	1	4	-9.2964	-7.9496	25.7408	0.2300
312	2	4	7.6769	-7.2575	26.4429	0.2115
312	6	2	7.5596	7.1893	33.4423	0.6104
312	6	2	-7.1011	-7.6112	31.6316	0.2273
312	6	3	-5.8645	-9.8932	31.6169	0.3066
312	5	3	-9.4824	2.0121	30.9311	1.3228
312	1	2	5.4449	8.1413	26.1313	0.2183
313	2	3	-3.8194	-0.5240	26.9050	0.3683
313	6	1	-7.4320	1.6522	31.8641	0.2559
313	1	4	-2.7500	7.8530	26.4034	0.2098
313	2	4	3.7984	8.3824	27.1036	0.3032
313	1	4	6.7282	-8.1442	26.4825	0.4304
313	5	4	1.6601	-3.1889	30.9656	0.2128
313	4	3	-7.2254	-7.8196	29.4089	0.2705
313	6	1	-7.9598	-3.3854	31.1893	0.3009
313	1	3	4.9732	7.3926	25.9339	0.2737
313	6	3	4.5364	-4.9017	31.3049	0.2378
313	6	3	4.5603	-0.6858	31.5318	0.2517
313	5	2	-6.6347	-7.5400	30.4718	0.2436
313	6	2	5.6795	-0.2701	31.1735	0.2899
313	4	2	2.6935	-3.0897	28.9364	0.2383
313	4	2	-4.7451	-7.1366	28.9061	0.3343
313	3	4	-9.3815	-0.2304	28.1336	0.2261
313	4	4	-1.4953	0.3120	28.8339	0.2626
313	2	2	-2.0602	1.8887	26.6352	0.2441
313	1	3	1.0525	-7.6565	25.9385	0.2382
313	5	4	-4.6399	4.0620	30.7134	0.2575
313	6	4	4.9289	4.4222	31.4139	0.2223
313	5	4	-4.4326	4.1217	30.7135	0.2168
313	6	4	4.7692	6.5087	31.4377	0.2918
313	6	1	-4.3606	7.3608	31.3465	0.4029
313	1	4	-9.8838	0.4803	26.0331	0.2065
313	2	4	-1.2481	0.8071	26.7336	0.2054
313	4	4	-6.5603	-3.2351	28.8180	0.2119
313	6	1	9.8956	2.3128	31.6014	0.2428
313	1	1	-1.6000	-3.1115	26.2904	0.2629
313	3	4	3.0677	-4.0473	28.1584	0.2447
313	6	3	-7.5295	0.0607	31.2398	0.2597
313	6	4	-9.5104	8.4622	31.2475	0.2416
313	3	4	-5.8962	4.7368	28.8056	0.2414
313	6	4	8.3228	7.0807	31.7747	0.2586
313	3	2	-0.5816	-4.7829	28.7522	0.3383
313	4	2	8.3795	-5.0228	29.4677	3.3747
313	4	2	8.8439	-4.5524	29.4528	0.2848
313	4	2	8.7596	-4.5274	29.4534	0.4026
313	4	2	8.8283	-5.0149	29.4538	0.4051
313	4	2	8.9651	-4.5788	29.4529	0.2461
313	4	2	8.8557	-4.5749	29.4528	0.2071
314	5	1	0.1136	-8.8092	30.9126	0.2601
314	4	3	-8.5961	0.7219	29.4036	0.3798
314	4	2	-4.9267	1.7850	29.1220	0.2010
314	3	1	-1.8678	7.3377	28.2679	0.3568
314	2	3	4.5104	-1.9329	26.9944	0.2118
314	5	1	-6.6240	5.7990	30.6416	0.2325
314	6	1	-1.9771	7.1435	31.3417	0.6809
314	6	1	1.3282	9.7358	31.3915	0.2502
314	2	3	9.2044	7.2224	26.7418	0.2327
314	5	3	2.0307	4.3053	30.5751	0.3181
314	3	3	-5.3819	-3.9061	28.8496	0.3805
314	6	1	-2.4501	-9.2972	31.3090	0.2156
314	4	1	1.1187	-8.5135	29.0560	0.2687
314	4	1	-8.2298	-4.0319	28.9475	0.2085
314	2	3	4.4519	-2.4051	26.7180	0.2975
314	5	1	-9.9083	1.5979	30.5996	0.2180
314	6	1	-4.2949	1.5228	31.2997	0.2063
314	1	4	7.8023	-0.0285	26.0420	0.2626
314	1	3	-0.6019	-9.7623	26.3336	0.3336
314	1	4	-4.1564	0.5966	26.0590	0.2885
314	4	3	-5.1684	2.9300	29.0901	0.2383
314	3	3	-2.3583	-5.5162	28.3904	0.2830
314	4	3	6.9586	2.4656	29.0970	0.2671
314	1	3	3.7344	-9.2553	25.9291	0.2464
314	1	3	-3.8826	-9.3241	25.9278	0.2528
314	2	3	4.3097	-9.2521	26.6281	0.2489
314	1	3	0.7958	-4.6071	26.1255	0.2370
314	3	1	4.0316	-6.7037	28.0451	0.2186
314	6	2	-1.1626	-1.2295	31.3689	0.2283
314	6	2	2.6310	-1.7026	31.3692	0.2526
314	5	3	3.3151	6.1682	30.3306	0.1246
314	5	3	3.3151	6.1682	30.3306	0.1820
314	5	4	9.4909	-3.3337	30.7839	0.5384
314	2	4	4.9838	8.0685	31.5708	0.3701
314	1	1	-1.5152	5.8055	26.3259	0.2786
314	2	1	-0.4449	7.5289	27.0258	0.2136
315	4	4	-1.8915	-9.2237	29.5747	0.2586
315	1	1	4.0732	-9.4972	26.2285	0.2190
315	2	1	2.5315	-9.4462	26.9283	0.3907
315	3	1	-1.2515	-9.2674	28.5035	0.2603
315	4	1	-3.0515	-9.1951	29.2033	0.2303
315	5	1	-7.3429	-9.0385	30.7885	0.1997
315	6	1	-9.3090	-8.9837	31.4884	0.2359
315	5	3	8.5593	-6.0007	30.7887	0.1941
315	1	2	-3.5183	1.7789	26.0056	0.2048
315	2	2	2.7728	2.1158	26.7058	0.2410
315	1	4	8.7073	2.6477	26.0609	0.2069
315	3	4	4.6068	9.3554	28.3849	0.1937
315	2	1	-0.2851	6.0985	26.9563	0.7004
315	5	3	-0.7110	-0.1620	30.5571	0.2142
315	4	2	-9.3888	9.2366	29.1924	0.2557
315	4	2	4.8962	9.3085	29.1903	0.2233
315	3	3	4.1370	-8.9573	28.1909	1.0034
315	4	2	8.0011	5.4006	28.9307	0.5793
315	2	3	-5.5101	0.4117	27.1785	0.2211
315	2	3	5.1162	2.0468	27.1811	0.0142
315	6	1	8.4077	-9.3974	31.2074	0.2263
315	3	1	0.4432	4.9625	28.2262	0.1991
315	4	1	9.1651	4.5356	28.9267	0.2723
315	2	2	-3.9091	4.0513	26.6555	0.3551
315	3	2	0.3525	9.9858	28.5331	0.2618
315	3	2	-7.7127	1.2458	28.6262	0.2043
315	4	2	3.6833	1.1590	29.3270	0.2673
315	2	2	1.7886	-7.2748	26.7588	0.3161
315	3	3	-7.3186	1.6279	28.3434	0.3144
315	4	3	5.5323	-5.7296	29.0452	0.2380
315	4	4	-5.6282	8.2671	29.0134	0.2352
315	4	4	-8.7061	8.8470	29.1690	0.3727
315	2	3	2.1708	-3.0415	26.5878	1.4653
315	1	3	-4.9399	-6.9055	25.8915	0.1848
315	1	2	-1.7288	9.9124	25.8731	0.2525
316	3	1	-6.9792	-1.8579	28.4617	0.3403
316	5	2	2.2854	7.2949	30.7084	0.3089
316	6	2	9.5201	7.7787	31.4087	0.2228
316	6	1	-1.6624	-1.7497	31.1053	0.2896
316	2	1	-4.4810	-4.6606	26.9240	0.2228
316	1	1	-8.4075	-8.0315	25.8424	0.2365
316	2	1	-5.8265	-1.7584	26.8408	0.2819
316	6	3	9.5404	7.2750	31.6486	0.2894
316	1	2	-8.0117	-4.3612	26.0436	0.0107
316	4	1	-6.3959	-3.5508	29.0877	0.2073
316	5	1	4.5455	-3.0495	30.6733	0.2299
316	6	1	9.3994	-2.8304	31.3733	0.2432
316	3	2	9.8687	5.5189	28.3291	0.2796
316	1	2	8.4597	-3.5246	26.0985	0.0696
316	6	1	-9.8412	1.4813	31.3955	0.2363
316	3	3	-0.4660	-1.7390	28.5332	0.2392
316	4	3	4.3418	-1.4847	29.2332	0.2316
316	6	1	-8.1889	5.3549	31.4355	0.2046
316	3	2	5.0360	1.7734	28.3930	0.3078
316	3	3	8.5673	-9.1626	28.7297	0.3308
316	5	2	-6.7538	3.2299	30.5325	0.2322
316	6	2	-0.4323	3.6587	31.2327	0.2343
316	3	2	-4.1130	-2.9651	28.2378	0.2251
316	2	1	3.2523	3.0831	27.0765	0.4292
316	2	1	-1.2019	4.6634	26.6548	0.2131
316	6	2	-2.1597	-1.8432	31.3120	0.2712
316	2	4	2.0761	-7.1500	26.9929	0.2362
316	2	3	-0.0634	5.2804	27.0644	0.2178
316	6	2	-6.5502	3.7357	31.5778	0.4022
316	4	3	-4.9641	7.9617	29.2847	0.9429
316	5	3	8.4367	9.0320	30.8704	0.2332
316	3	3	-2.6447	-6.2880	28.5854	0.2676
316	4	3	4.6415	-6.1598	29.2857	0.2313
317	6	3	-3.1910	5.3881	31.4014	0.3515
317	3	3	-8.6648	7.1958	28.4672	0.2135
317	4	3	-4.7012	7.6683	29.1672	0.2335
317	5	3	4.3064	8.7408	30.7526	0.2072
317	6	3	8.2927	9.2124	31.4525	0.3361
317	3	3	-7.7945	-4.3820	28.3905	0.2016
317	4	3	3.6600	-4.2104	29.0914	0.2280
317	6	2	9.2481	-2.3131	31.4171	0.2723
317	3	1	7.3670	-4.4697	28.3057	0.2232
317	3	2	-4.6707	9.5169	28.3022	0.3283
317	4	2	2.3696	4.5933	29.0032	0.6538
317	4	2	-9.5236	1.5630	29.2675	0.3477
317	5	2	4.3882	2.3659	30.8532	0.1858
317	2	2	-5.2837	4.1102	26.6513	0.2072
317	2	2	6.5162	-8.9378	27.1620	0.2238
317	2	1	9.4138	-5.5604	28.1864	0.2371
317	5	1	3.8591	-7.0475	33.5984	2.4332
317	3	2	-9.7827	-0.9357	28.3635	0.6430
317	1	4	6.9201	-8.8586	28.3446	0.3117
318	5	3	-1.3171	-4.4278	30.6274	0.4541
318	6	3	7.6983	-4.2379	31.3278	0.2168
318	2	4	-1.0638	1.4882	26.8015	0.2163
318	5	4	1.0576	5.6469	30.9437	0.2603
318	2	4	7.6761	-9.7793	28.1449	0.3640
318	6	4	-9.9545	-2.4103	31.6507	0.2175
318	2	2	0.9178	5.0463	26.7104	0.2224
318	2	2	-0.4041	4.6177	26.7117	0.1156
318	6	3	7.5898	6.6786	31.5987	0.2733
318	6	2	-1.9342	9.2199	31.5352	0.2600
318	1	2	-4.7853	-1.1521	25.8958	0.2826
318	2	2	2.9672	-0.9210	26.5961	0.2595
318	3	3	-2.3806	2.0996	28.3646	0.3246
318	4	3	5.5022	2.4228	29.0649	0.2403
318	5	2	3.5722	2.3932	30.9426	0.2597
318	1	1	8.3212	-4.9403	26.9274	0.3697
318	6	2	6.4716	-4.4353	32.4484	0.3056
318	5	3	4.7801	6.0964	30.5210	0.3925
318	1	4	0.6624	0.3026	25.6257	0.6785
318	5	1	-6.1007	9.4536	30.5813	0.2306
318	1	3	-8.3528	-5.0627	25.8919	0.7718
318	2	3	5.2097	-2.5591	26.5933	0.2301
318	5	2	5.9325	-7.2985	30.9870	0.2130
318	2	3	8.3513	-3.5959	27.1184	0.1101
318	4	1	-9.6544	1.9875	29.4480	0.2410
318	4	1	-5.3656	-6.5365	29.4305	0.2209
318	5	1	8.8085	-9.0658	31.0093	1.0944
318	6	2	-1.0039	2.6525	31.4457	0.2852
318	2	3	5.1356	7.1757	26.8792	0.4745
318	5	3	-1.7580	6.6668	30.6061	0.2185
318	6	3	5.4402	7.0197	31.3063	0.6530
318	2	3	-7.7695	-5.3071	26.7478	0.2453
318	6	4	-9.4282	1.5177	31.3071	0.2019
318	6	4	0.3733	9.2616	31.3130	0.2115
318	5	2	5.0438	-2.7667	30.6573	0.2070
318	2	1	-1.2686	-1.2943	26.7488	0.2358
318	2	2	-0.3518	2.7863	26.6423	0.2194
318	2	2	-8.5819	4.2984	26.6392	0.2367
318	2	3	-0.8261	-2.9422	29.7326	0.7336
318	6	2	5.9781	-4.9963	31.4290	0.2163
318	5	2	5.3803	9.2191	30.8402	0.2763
318	5	4	-5.8449	8.3975	30.8394	0.1922
318	6	4	2.0521	9.1254	31.5397	0.2554
318	5	4	-5.8007	8.4017	30.8433	0.0228
318	3	4	-3.0641	1.8158	28.0927	0.2239
318	4	4	5.7813	2.0115	28.7931	0.2622
318	1	4	6.5921	-1.6147	25.9504	0.2381
318	2	3	-3.0213	9.7219	26.5183	0.4094
318	2	2	-0.4041	4.6177	26.7117	0.1355
318	1	1	-9.0036	5.9193	26.3876	0.2251
318	6	4	-6.1403	-7.7996	31.4372	0.2765
318	1	2	-9.1922	-4.6839	26.3034	0.2246
318	6	4	9.7579	-8.9967	31.3386	0.2270
318	1	1	-6.4852	-1.4141	26.7002	0.3126
318	1	1	2.0812	5.1349	26.0540	0.2634
318	4	1	1.2545	1.9126	32.2120	0.4705
318	1	2	9.3560	3.7524	26.2695	0.2267
318	2	4	-5.3069	-0.5549	26.9838	0.2651
319	2	1	-5.3159	5.5082	26.9592	0.2359
319	3	1	-1.1331	-4.2053	28.3558	0.5235
319	4	1	8.5515	-4.0234	29.0563	0.2788
319	5	1	-8.7218	-0.5567	30.7855	0.2298
319	5	3	-3.3449	-8.8858	30.7750	0.2851
319	6	3	3.0848	-8.8901	31.4751	0.6864
319	6	2	5.2586	8.7848	31.5036	0.5546
319	5	4	-1.0987	-9.2200	30.9412	0.2293
319	3	4	-3.3988	9.4251	28.4461	0.2766
319	4	4	6.0195	9.8147	29.1466	0.2382
319	2	4	-1.6735	-5.4142	26.9424	0.8883
319	4	4	-3.0925	-9.8093	29.1761	0.2599
319	3	2	-8.9113	3.3908	28.4489	0.2536
319	6	2	-7.0649	2.1213	31.1353	0.3038
319	3	4	6.8236	-5.3807	28.6700	0.2060
319	3	3	3.4187	-2.9185	28.6823	0.3111
319	1	4	0.2216	-0.0709	26.3978	0.7186
319	3	3	3.4784	8.6152	28.7504	0.2072
319	6	4	2.4942	5.0582	31.6629	0.2318
319	1	3	-2.7386	3.2447	26.2743	0.2655
319	5	4	-1.7559	-5.9525	30.9557	0.2548
319	6	4	6.3610	-5.8034	31.6561	0.2163
319	5	4	-9.7307	-4.5284	30.4495	0.2379
319	6	4	-3.5077	-4.3364	31.1497	0.4515
319	5	3	8.4133	7.7188	30.5253	0.2310
319	1	4	5.1613	1.1597	26.1353	0.2287
319	4	4	3.3273	-5.6265	29.1061	0.3518
319	6	1	7.1778	-2.9506	31.4044	0.2176
319	1	4	-5.1170	0.6810	26.1245	0.2164
319	6	1	-8.2512	-8.8544	31.3840	0.0215
319	3	4	0.4619	-4.1414	28.3979	0.2710
319	6	1	-8.2512	-8.8544	31.3840	0.0133
319	1	1	-0.0229	3.4095	26.1286	0.1941
319	3	4	-2.0184	-5.8903	28.3996	0.2231
319	1	4	-9.5402	1.8523	26.1273	0.3395
319	6	3	6.8890	-3.9993	31.4793	0.2395
319	1	1	-9.6378	-8.0851	26.1711	0.3283
319	2	1	3.7664	-5.3510	26.8725	0.2320
319	6	4	-1.4674	7.5232	31.5259	0.2949
320	1	2	2.0016	4.0763	26.2354	0.4171
320	1	1	2.2537	-4.7783	26.4036	0.2210
320	2	1	-0.9044	-4.5925	27.1035	0.2142
320	3	1	-8.5862	-4.1402	28.6788	0.2111
320	2	1	-1.4496	0.6949	31.5196	0.3240
320	1	1	8.2118	4.4700	26.1615	0.2318
320	3	4	0.8674	5.6207	28.2474	0.2050
320	6	2	6.5871	9.8774	31.2494	0.2377
320	1	1	-4.8872	-0.8176	26.0605	0.4350
320	5	1	-9.7625	-2.2635	30.6720	0.2361
320	1	3	-7.2577	6.0892	26.2500	0.2381
320	2	3	0.4654	6.6399	26.9503	0.2689
320	5	2	-8.5405	0.1202	30.8083	0.2035
320	6	2	-4.9475	0.1746	31.5082	0.3780
320	4	1	6.0313	-2.1245	29.1434	0.2136
320	2	1	-4.4657	9.1614	26.8680	0.2249
320	5	2	-8.5631	0.1634	30.8083	0.6696
320	6	2	-6.9507	-0.3367	31.5081	0.3927
320	3	3	8.8121	3.1883	28.3132	0.3584
320	5	4	-8.2931	7.0906	33.2746	0.2413
320	5	1	2.7879	-8.5637	30.6769	0.3023
320	4	4	-4.0761	-8.9172	29.1638	0.5792
320	1	3	-9.1671	-1.0603	26.1135	1.0157
321	5	2	-9.5586	1.2716	30.9977	0.2204
321	6	2	-8.5664	1.7896	31.6976	0.2543
321	1	3	6.1918	7.3085	26.4383	0.2585
321	1	3	-1.3529	8.6249	26.4383	0.4443
321	4	1	-4.0747	-7.7098	29.2300	0.3336
321	5	1	9.5123	-7.1784	30.8157	0.2636
321	3	3	-7.9197	5.9301	28.5335	0.2693
321	4	3	0.8871	6.5667	29.2339	0.2303
321	5	4	6.3754	5.7131	30.8265	0.2255
321	6	3	-7.5855	4.6580	31.5253	0.2014
321	1	1	5.3375	2.7186	26.0430	0.1909
321	4	2	-6.3932	4.1576	29.2476	0.4963
321	6	2	-9.6832	-5.6368	31.4410	0.2850
321	6	3	-1.7241	6.1212	31.4712	0.2320
321	6	3	0.8471	2.3937	31.4721	0.2648
321	6	3	4.4577	-1.2429	31.4746	0.2363
321	6	3	-4.9373	2.0193	31.4738	0.2139
321	2	4	-0.7895	-5.4488	26.9631	0.2379
321	2	1	4.5285	5.1028	26.9108	0.2603
321	4	1	-2.7510	-2.8292	29.3564	0.2112
321	1	3	-9.4973	-2.3889	26.0366	0.2054
321	2	3	-0.3419	-2.1110	26.7371	0.2260
321	1	1	9.8665	-4.6977	26.4598	1.0166
321	5	3	-1.9032	4.3841	30.5903	0.3511
321	6	3	5.5185	4.8461	31.2905	0.2205
321	5	4	-0.0967	-6.3670	30.6101	0.2210
321	5	3	5.3653	-1.3949	30.8554	0.2191
321	4	3	-9.6524	9.7664	29.2638	0.2205
321	4	3	-0.1431	8.5051	29.2650	0.2560
321	2	3	-8.3924	0.0018	26.9918	0.4514
321	5	3	-9.7999	9.9105	30.8481	0.2180
321	3	4	-1.2267	8.4410	28.3921	0.2368
321	4	4	8.4335	9.6438	29.0927	0.2136
321	1	3	0.4748	6.1491	26.1228	0.6202
321	3	1	4.9056	2.1957	28.6410	0.2300
321	1	3	6.0306	-1.9938	26.2545	0.2102
321	6	1	7.0831	2.4197	31.5512	0.2433
321	6	2	-2.1095	6.9549	31.5108	0.2086
321	2	4	-4.0621	5.6774	26.8127	0.2671
321	3	3	-9.7569	-3.0497	28.3849	0.2854
321	4	3	-1.9280	-2.7881	29.0852	0.2196
321	2	4	4.5869	-8.2925	26.9328	0.3113
321	3	2	9.8676	1.8328	28.3935	0.2981
321	4	2	1.8647	2.1351	29.0938	0.2453
321	1	2	9.2953	5.7971	26.0270	0.2109
321	6	4	7.1152	-2.1345	31.5201	0.1986
321	6	3	1.3641	-5.5118	31.5647	0.2365
321	1	4	-6.3750	4.5383	25.8471	0.2025
321	2	4	1.7981	4.9128	26.5475	0.1986
321	2	2	-2.8851	-3.1974	27.0607	0.2015
321	1	3	-6.6328	-3.7951	26.0363	0.9239
321	3	3	-8.8746	8.7545	28.7112	0.2069
321	4	3	-8.3304	9.4446	29.4111	0.1929
321	5	3	-6.0074	9.5728	30.9959	0.2518
321	5	1	-1.7877	-2.9680	30.8444	0.2691
321	6	1	6.5066	-2.7171	31.5448	0.1981
321	6	4	-8.7908	0.9874	31.4338	0.1945
322	2	3	0.2196	-9.1349	27.0649	0.2288
322	2	2	1.5900	9.1441	27.6010	0.2545
322	3	2	-0.4301	-8.9980	28.5042	0.2575
322	4	2	6.5113	-8.9903	29.2044	0.2670
322	1	3	-6.2873	-1.4057	26.3005	0.2916
322	3	1	4.9646	-7.3775	28.4115	0.1882
322	5	2	-0.2127	9.8657	30.6242	0.9046
322	4	2	8.1948	-4.9853	29.7739	1.8077
322	2	2	-3.5223	-1.6120	27.0573	0.3804
322	1	3	-9.0402	0.6070	26.2934	0.3221
322	2	3	3.5919	1.4612	26.9945	0.4288
322	1	1	6.6726	-8.4872	25.7946	0.2430
322	2	1	-3.7745	0.8062	26.6088	0.1208
322	4	1	1.0199	0.0449	28.8825	0.2266
322	2	1	-1.7266	-4.0368	26.6071	0.2512
322	1	3	-9.9702	-2.9215	26.1967	0.2447
322	5	3	5.4301	0.5292	30.7475	0.2580
322	1	1	1.9115	9.3349	26.3825	0.2667
322	1	1	1.8745	9.3651	26.3825	0.2483
323	3	2	-7.7396	9.9026	28.1984	0.2062
323	3	3	8.2597	9.0302	29.2574	1.8305
323	5	1	-8.2567	7.6570	30.8679	0.2123
323	6	1	-2.9989	8.0986	31.5679	0.2165
323	3	2	-6.2266	4.9040	28.5843	0.2394
323	4	2	0.8885	5.3055	29.2845	0.2072
323	2	4	-0.6709	3.1551	26.6709	0.2486
323	4	3	-8.6806	-8.3631	28.9363	0.2011
323	5	3	6.3716	-8.4616	30.5222	0.2041
323	4	2	-6.1647	7.0540	28.9000	0.4307
323	3	3	2.3975	5.0662	28.1996	0.2228
323	1	4	9.8556	4.7417	27.3215	0.2141
323	3	1	-6.0519	-1.9322	425.1485	0.5915
323	5	3	6.3758	-4.3435	30.5236	0.2288
323	1	2	-3.5676	-5.1797	26.1013	0.2249
323	3	1	-1.9493	9.4701	28.3737	0.2059
323	5	1	-2.9234	9.4530	30.6943	0.2226
323	6	1	5.9843	9.9680	31.3947	0.2172
323	6	4	-9.5518	9.4518	31.2146	0.2114
323	2	3	-0.7631	2.2536	26.8295	0.2643
323	4	2	-5.2037	3.5301	29.0792	0.2033
323	6	3	-1.9452	-9.1472	31.4525	0.2873
323	1	3	-4.7575	7.6963	26.0181	0.2436
323	2	3	6.9128	8.1408	26.7197	0.2774
323	2	2	-7.8255	4.4969	26.6896	0.2146
323	3	2	7.5997	5.4212	28.2656	0.2830
323	5	4	0.7641	-0.8199	30.5506	0.2167
323	6	4	8.8373	-0.5973	31.2510	0.2089
323	6	1	1.8327	-7.6921	31.3444	0.2529
323	3	3	1.4151	7.8415	28.5231	0.1027
323	3	3	1.4366	7.8429	28.5248	0.1561
323	1	4	-7.3197	5.8785	26.0412	0.2083
323	2	4	-7.6968	6.3587	26.7410	0.2419
323	3	4	-8.8197	7.4252	28.3161	0.3231
323	4	4	-9.4203	7.9034	29.0159	0.2282
323	3	3	8.8093	7.5046	28.2563	0.1949
323	2	1	-5.5486	-3.9464	26.7746	0.2655
323	5	1	-8.4243	8.8604	30.6694	0.2655
323	1	1	-9.7470	-8.3668	26.2543	0.0632
323	3	3	-7.6389	4.9526	28.5289	0.2311
323	4	3	2.9921	5.3190	29.2296	0.1944
323	3	4	6.1021	9.9129	28.5363	0.3082
323	5	2	-5.8427	3.8808	30.7802	0.3467
323	4	2	-3.7989	-3.4813	29.2365	0.2241
323	5	2	-7.7766	-1.5050	30.8218	0.3254
323	4	2	1.8973	-5.2215	29.2388	0.2371
323	5	4	4.4438	8.6490	30.6970	0.6442
323	2	4	-7.9010	-3.1108	30.0052	0.2396
323	1	4	-3.4824	-8.5811	26.0054	0.2698
323	2	4	4.4612	-8.5166	26.7058	0.2267
323	3	1	-1.3179	3.5905	28.4968	0.2296
323	1	4	-6.6589	-9.6344	26.2257	0.2208
323	2	2	9.4207	-6.8165	27.0335	0.2795
323	2	2	9.6655	0.2397	26.9499	0.2059
323	4	1	3.5990	8.5213	29.1940	0.2206
323	4	1	9.7205	5.6926	28.9116	0.3148
323	1	1	9.8355	-2.7478	26.4458	0.2377
323	3	3	-5.9524	1.3331	28.5299	0.2124
323	4	3	3.1883	1.5927	29.2304	0.2505
